date,county,fips,positive_patients,suspected_patients,icu_positive_patients,icu_suspected_patients,icu_available_beds
2020-11-10,Orange,59,244.0,40.0,83.0,6.0,193.0
2020-11-10,Placer,61,49.0,10.0,6.0,3.0,28.0
2020-11-10,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-10,Riverside,65,263.0,44.0,70.0,9.0,102.0
2020-11-10,Sacramento,67,158.0,25.0,35.0,4.0,69.0
2020-11-10,San Benito,69,1.0,0.0,1.0,0.0,2.0
2020-11-10,San Bernardino,71,286.0,63.0,79.0,5.0,105.0
2020-11-10,San Diego,73,294.0,61.0,97.0,10.0,258.0
2020-11-10,San Francisco,75,35.0,4.0,8.0,1.0,69.0
2020-11-10,San Joaquin,77,62.0,5.0,15.0,0.0,24.0
2020-11-10,San Luis Obispo,79,6.0,0.0,3.0,0.0,28.0
2020-11-10,San Mateo,81,22.0,11.0,2.0,1.0,33.0
2020-11-10,Santa Barbara,83,14.0,0.0,2.0,0.0,54.0
2020-11-10,Santa Clara,85,109.0,26.0,28.0,6.0,52.0
2020-11-10,Santa Cruz,87,9.0,0.0,3.0,0.0,8.0
2020-11-10,Shasta,89,31.0,0.0,4.0,0.0,3.0
2020-11-10,Siskiyou,93,4.0,0.0,1.0,0.0,6.0
2020-11-10,Solano,95,30.0,12.0,11.0,2.0,15.0
2020-11-10,Sonoma,97,21.0,10.0,5.0,1.0,5.0
2020-11-10,Stanislaus,99,64.0,9.0,18.0,2.0,9.0
2020-11-10,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-10,Tehama,103,5.0,0.0,0.0,0.0,3.0
2020-11-10,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-10,Tulare,107,42.0,8.0,4.0,1.0,24.0
2020-11-10,Tuolumne,109,4.0,0.0,1.0,0.0,2.0
2020-11-10,Ventura,111,35.0,11.0,11.0,1.0,40.0
2020-11-10,Yolo,113,3.0,0.0,2.0,0.0,4.0
2020-11-10,Yuba,115,3.0,0.0,2.0,0.0,10.0
2020-11-09,Alameda,1,63.0,45.0,18.0,7.0,113.0
2020-11-09,Amador,5,2.0,2.0,0.0,0.0,4.0
2020-11-09,Butte,7,12.0,0.0,0.0,0.0,13.0
2020-11-09,Calaveras,9,0.0,0.0,0.0,0.0,3.0
2020-11-09,Colusa,11,0.0,0.0,0.0,0.0,0.0
2020-11-09,Contra Costa,13,45.0,12.0,14.0,2.0,44.0
2020-11-09,Del Norte,15,0.0,0.0,0.0,0.0,0.0
2020-11-09,El Dorado,17,4.0,1.0,4.0,1.0,5.0
2020-11-09,Fresno,19,112.0,24.0,30.0,2.0,26.0
2020-11-09,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-09,Humboldt,23,2.0,3.0,0.0,0.0,6.0
2020-11-09,Imperial,25,49.0,0.0,16.0,0.0,2.0
2020-11-09,Inyo,27,0.0,0.0,0.0,0.0,4.0
2020-11-09,Kern,29,65.0,2.0,17.0,0.0,57.0
2020-11-09,Kings,31,18.0,0.0,4.0,0.0,16.0
2020-11-09,Lake,33,1.0,0.0,1.0,0.0,2.0
2020-11-09,Lassen,35,1.0,0.0,0.0,0.0,0.0
2020-11-09,Los Angeles,37,903.0,306.0,249.0,48.0,778.0
2020-11-09,Madera,39,7.0,4.0,1.0,0.0,7.0
2020-11-09,Marin,41,7.0,2.0,3.0,1.0,11.0
2020-11-09,Mariposa,43,1.0,0.0,0.0,0.0,0.0
2020-11-09,Mendocino,45,4.0,0.0,4.0,0.0,6.0
2020-11-09,Merced,47,9.0,0.0,5.0,0.0,5.0
2020-11-09,Modoc,49,2.0,0.0,0.0,0.0,0.0
2020-11-09,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-09,Monterey,53,33.0,0.0,10.0,0.0,24.0
2020-11-09,Napa,55,8.0,0.0,3.0,0.0,23.0
2020-11-09,Nevada,57,5.0,0.0,1.0,0.0,1.0
2020-11-09,Orange,59,224.0,52.0,79.0,14.0,200.0
2020-11-09,Placer,61,44.0,9.0,6.0,3.0,28.0
2020-11-09,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-09,Riverside,65,244.0,43.0,70.0,11.0,95.0
2020-11-09,Sacramento,67,148.0,31.0,28.0,5.0,80.0
2020-11-09,San Benito,69,1.0,0.0,1.0,0.0,3.0
2020-11-09,San Bernardino,71,284.0,47.0,79.0,5.0,93.0
2020-11-09,San Diego,73,299.0,53.0,95.0,12.0,283.0
2020-11-09,San Francisco,75,36.0,3.0,11.0,1.0,68.0
2020-11-09,San Joaquin,77,55.0,4.0,13.0,0.0,26.0
2020-11-09,San Luis Obispo,79,8.0,0.0,4.0,0.0,25.0
2020-11-09,San Mateo,81,19.0,7.0,3.0,0.0,39.0
2020-11-09,Santa Barbara,83,11.0,0.0,2.0,0.0,57.0
2020-11-09,Santa Clara,85,110.0,24.0,25.0,2.0,80.0
2020-11-09,Santa Cruz,87,8.0,0.0,3.0,0.0,7.0
2020-11-09,Shasta,89,24.0,2.0,3.0,0.0,3.0
2020-11-09,Siskiyou,93,4.0,0.0,0.0,0.0,8.0
2020-11-09,Solano,95,33.0,12.0,10.0,2.0,18.0
2020-11-09,Sonoma,97,22.0,2.0,5.0,0.0,4.0
2020-11-09,Stanislaus,99,62.0,9.0,15.0,2.0,19.0
2020-11-09,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-09,Tehama,103,3.0,0.0,0.0,0.0,2.0
2020-11-09,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-09,Tulare,107,38.0,8.0,5.0,1.0,26.0
2020-11-09,Tuolumne,109,5.0,0.0,1.0,0.0,3.0
2020-11-09,Ventura,111,41.0,9.0,18.0,6.0,38.0
2020-11-09,Yolo,113,4.0,0.0,1.0,0.0,2.0
2020-11-09,Yuba,115,3.0,0.0,2.0,0.0,11.0
2020-11-08,Alameda,1,69.0,48.0,21.0,7.0,120.0
2020-11-08,Amador,5,3.0,2.0,0.0,1.0,4.0
2020-11-08,Butte,7,10.0,0.0,1.0,0.0,11.0
2020-11-08,Calaveras,9,0.0,0.0,0.0,0.0,4.0
2020-11-08,Colusa,11,0.0,0.0,0.0,0.0,0.0
2020-11-08,Contra Costa,13,46.0,17.0,13.0,0.0,53.0
2020-11-08,Del Norte,15,1.0,0.0,0.0,0.0,1.0
2020-11-08,El Dorado,17,2.0,0.0,2.0,0.0,5.0
2020-11-08,Fresno,19,109.0,21.0,26.0,1.0,-4.0
2020-11-08,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-08,Humboldt,23,2.0,1.0,0.0,0.0,4.0
2020-11-08,Imperial,25,50.0,0.0,15.0,0.0,0.0
2020-11-08,Inyo,27,0.0,0.0,0.0,0.0,3.0
2020-11-08,Kern,29,61.0,1.0,19.0,0.0,50.0
2020-11-08,Kings,31,14.0,0.0,2.0,0.0,15.0
2020-11-08,Lake,33,1.0,0.0,1.0,0.0,1.0
2020-11-08,Lassen,35,1.0,0.0,0.0,0.0,0.0
2020-11-08,Los Angeles,37,888.0,264.0,250.0,33.0,769.0
2020-11-08,Madera,39,5.0,7.0,1.0,1.0,8.0
2020-11-08,Marin,41,5.0,6.0,2.0,0.0,17.0
2020-11-08,Mariposa,43,1.0,0.0,0.0,0.0,0.0
2020-11-08,Mendocino,45,4.0,0.0,2.0,0.0,6.0
2020-11-08,Merced,47,11.0,0.0,5.0,0.0,12.0
2020-11-08,Modoc,49,2.0,0.0,0.0,0.0,0.0
2020-11-08,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-08,Monterey,53,32.0,0.0,9.0,0.0,24.0
2020-11-08,Napa,55,7.0,1.0,2.0,0.0,11.0
2020-11-08,Nevada,57,3.0,0.0,0.0,0.0,7.0
2020-11-08,Orange,59,205.0,28.0,76.0,7.0,193.0
2020-11-08,Placer,61,42.0,14.0,7.0,2.0,23.0
2020-11-08,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-08,Riverside,65,228.0,58.0,64.0,13.0,67.0
2020-11-08,Sacramento,67,136.0,22.0,27.0,5.0,74.0
2020-11-08,San Benito,69,3.0,0.0,1.0,0.0,2.0
2020-11-08,San Bernardino,71,289.0,37.0,73.0,7.0,94.0
2020-11-08,San Diego,73,287.0,55.0,91.0,13.0,265.0
2020-11-08,San Francisco,75,40.0,2.0,10.0,1.0,65.0
2020-11-08,San Joaquin,77,55.0,1.0,14.0,0.0,25.0
2020-11-08,San Luis Obispo,79,6.0,2.0,3.0,1.0,26.0
2020-11-08,San Mateo,81,20.0,7.0,4.0,0.0,38.0
2020-11-08,Santa Barbara,83,10.0,0.0,3.0,0.0,50.0
2020-11-08,Santa Clara,85,111.0,27.0,28.0,2.0,81.0
2020-11-08,Santa Cruz,87,9.0,0.0,3.0,0.0,6.0
2020-11-08,Shasta,89,19.0,1.0,3.0,0.0,6.0
2020-11-08,Siskiyou,93,2.0,0.0,0.0,0.0,7.0
2020-11-08,Solano,95,28.0,11.0,8.0,2.0,21.0
2020-11-08,Sonoma,97,29.0,3.0,9.0,0.0,5.0
2020-11-08,Stanislaus,99,64.0,12.0,16.0,1.0,21.0
2020-11-08,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-08,Tehama,103,4.0,0.0,0.0,0.0,1.0
2020-11-08,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-08,Tulare,107,38.0,8.0,5.0,1.0,23.0
2020-11-08,Tuolumne,109,1.0,3.0,0.0,1.0,3.0
2020-11-08,Ventura,111,40.0,8.0,18.0,3.0,40.0
2020-11-08,Yolo,113,4.0,0.0,3.0,0.0,4.0
2020-11-08,Yuba,115,4.0,0.0,2.0,0.0,8.0
2020-11-07,Alameda,1,69.0,37.0,18.0,5.0,106.0
2020-11-07,Amador,5,3.0,0.0,0.0,0.0,3.0
2020-11-07,Butte,7,10.0,1.0,2.0,1.0,15.0
2020-11-07,Calaveras,9,0.0,0.0,0.0,0.0,4.0
2020-11-07,Colusa,11,0.0,1.0,0.0,0.0,0.0
2020-11-07,Contra Costa,13,38.0,12.0,8.0,0.0,52.0
2020-11-07,Del Norte,15,0.0,0.0,0.0,0.0,3.0
2020-11-07,El Dorado,17,2.0,0.0,2.0,0.0,8.0
2020-11-07,Fresno,19,110.0,21.0,22.0,3.0,17.0
2020-11-07,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-07,Humboldt,23,2.0,0.0,0.0,0.0,6.0
2020-11-07,Imperial,25,47.0,0.0,14.0,0.0,0.0
2020-11-07,Inyo,27,0.0,0.0,0.0,0.0,4.0
2020-11-07,Kern,29,61.0,1.0,19.0,0.0,58.0
2020-11-07,Kings,31,16.0,0.0,2.0,0.0,13.0
2020-11-07,Lake,33,1.0,0.0,1.0,0.0,3.0
2020-11-07,Lassen,35,1.0,0.0,0.0,0.0,0.0
2020-11-07,Los Angeles,37,855.0,278.0,251.0,34.0,695.0
2020-11-07,Madera,39,6.0,13.0,1.0,0.0,8.0
2020-11-07,Marin,41,6.0,7.0,2.0,1.0,17.0
2020-11-07,Mariposa,43,1.0,0.0,0.0,0.0,0.0
2020-11-07,Mendocino,45,3.0,0.0,3.0,0.0,4.0
2020-11-07,Merced,47,10.0,0.0,5.0,0.0,11.0
2020-11-07,Modoc,49,2.0,0.0,0.0,0.0,0.0
2020-11-07,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-07,Monterey,53,33.0,0.0,10.0,0.0,22.0
2020-11-07,Napa,55,6.0,0.0,2.0,0.0,13.0
2020-11-07,Nevada,57,4.0,1.0,0.0,1.0,3.0
2020-11-07,Orange,59,201.0,23.0,72.0,5.0,200.0
2020-11-07,Placer,61,38.0,16.0,5.0,1.0,29.0
2020-11-07,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-07,Riverside,65,223.0,55.0,62.0,14.0,65.0
2020-11-07,Sacramento,67,120.0,24.0,27.0,4.0,71.0
2020-11-07,San Benito,69,3.0,0.0,1.0,0.0,2.0
2020-11-07,San Bernardino,71,274.0,38.0,69.0,9.0,119.0
2020-11-07,San Diego,73,297.0,57.0,92.0,14.0,252.0
2020-11-07,San Francisco,75,36.0,5.0,8.0,2.0,56.0
2020-11-07,San Joaquin,77,53.0,4.0,13.0,0.0,27.0
2020-11-07,San Luis Obispo,79,6.0,1.0,3.0,0.0,28.0
2020-11-07,San Mateo,81,20.0,5.0,5.0,1.0,37.0
2020-11-07,Santa Barbara,83,9.0,0.0,2.0,0.0,46.0
2020-11-07,Santa Clara,85,105.0,19.0,26.0,1.0,69.0
2020-11-07,Santa Cruz,87,7.0,2.0,3.0,0.0,6.0
2020-11-07,Shasta,89,17.0,1.0,2.0,0.0,6.0
2020-11-07,Siskiyou,93,3.0,0.0,2.0,0.0,6.0
2020-11-07,Solano,95,28.0,12.0,8.0,1.0,19.0
2020-11-07,Sonoma,97,27.0,2.0,8.0,0.0,5.0
2020-11-07,Stanislaus,99,61.0,6.0,12.0,1.0,20.0
2020-11-07,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-07,Tehama,103,4.0,0.0,0.0,0.0,1.0
2020-11-07,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-07,Tulare,107,37.0,3.0,6.0,0.0,21.0
2020-11-07,Tuolumne,109,3.0,1.0,0.0,0.0,2.0
2020-11-07,Ventura,111,39.0,5.0,19.0,1.0,34.0
2020-11-07,Yolo,113,4.0,0.0,3.0,0.0,6.0
2020-11-07,Yuba,115,1.0,1.0,1.0,0.0,6.0
2020-11-06,Alameda,1,66.0,41.0,17.0,3.0,116.0
2020-11-06,Amador,5,4.0,0.0,0.0,0.0,4.0
2020-11-06,Butte,7,8.0,0.0,1.0,0.0,14.0
2020-11-06,Calaveras,9,0.0,0.0,0.0,0.0,7.0
2020-11-06,Colusa,11,0.0,1.0,0.0,0.0,0.0
2020-11-06,Contra Costa,13,39.0,13.0,10.0,1.0,43.0
2020-11-06,Del Norte,15,0.0,0.0,0.0,0.0,3.0
2020-11-06,El Dorado,17,2.0,0.0,2.0,0.0,8.0
2020-11-06,Fresno,19,103.0,16.0,26.0,0.0,23.0
2020-11-06,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-06,Humboldt,23,2.0,3.0,0.0,0.0,7.0
2020-11-06,Imperial,25,45.0,0.0,15.0,0.0,2.0
2020-11-06,Inyo,27,0.0,0.0,0.0,0.0,4.0
2020-11-06,Kern,29,59.0,3.0,20.0,0.0,51.0
2020-11-06,Kings,31,17.0,0.0,2.0,0.0,14.0
2020-11-06,Lake,33,1.0,0.0,1.0,0.0,2.0
2020-11-06,Lassen,35,1.0,0.0,0.0,0.0,0.0
2020-11-06,Los Angeles,37,851.0,255.0,251.0,39.0,661.0
2020-11-06,Madera,39,7.0,11.0,1.0,0.0,8.0
2020-11-06,Marin,41,6.0,4.0,1.0,0.0,18.0
2020-11-06,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2020-11-06,Mendocino,45,3.0,0.0,2.0,0.0,7.0
2020-11-06,Merced,47,12.0,0.0,6.0,0.0,10.0
2020-11-06,Modoc,49,2.0,0.0,0.0,0.0,0.0
2020-11-06,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-06,Monterey,53,36.0,0.0,12.0,0.0,19.0
2020-11-06,Napa,55,4.0,1.0,2.0,0.0,25.0
2020-11-06,Nevada,57,4.0,1.0,0.0,1.0,5.0
2020-11-06,Orange,59,199.0,33.0,72.0,3.0,192.0
2020-11-06,Placer,61,34.0,12.0,5.0,0.0,21.0
2020-11-06,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-06,Riverside,65,202.0,46.0,57.0,12.0,62.0
2020-11-06,Sacramento,67,104.0,26.0,22.0,4.0,68.0
2020-11-06,San Benito,69,3.0,0.0,1.0,0.0,2.0
2020-11-06,San Bernardino,71,281.0,43.0,76.0,7.0,107.0
2020-11-06,San Diego,73,284.0,54.0,95.0,15.0,255.0
2020-11-06,San Francisco,75,38.0,4.0,11.0,1.0,54.0
2020-11-06,San Joaquin,77,44.0,5.0,10.0,2.0,26.0
2020-11-06,San Luis Obispo,79,7.0,0.0,2.0,0.0,24.0
2020-11-06,San Mateo,81,20.0,11.0,6.0,0.0,32.0
2020-11-06,Santa Barbara,83,12.0,1.0,3.0,0.0,58.0
2020-11-06,Santa Clara,85,103.0,14.0,26.0,1.0,72.0
2020-11-06,Santa Cruz,87,9.0,0.0,3.0,0.0,7.0
2020-11-06,Shasta,89,15.0,1.0,2.0,0.0,11.0
2020-11-06,Siskiyou,93,2.0,0.0,1.0,0.0,8.0
2020-11-06,Solano,95,25.0,13.0,7.0,0.0,19.0
2020-11-06,Sonoma,97,26.0,1.0,8.0,0.0,8.0
2020-11-06,Stanislaus,99,58.0,9.0,14.0,1.0,16.0
2020-11-06,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-06,Tehama,103,1.0,0.0,0.0,0.0,3.0
2020-11-06,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-06,Tulare,107,41.0,3.0,6.0,0.0,15.0
2020-11-06,Tuolumne,109,2.0,1.0,0.0,1.0,2.0
2020-11-06,Ventura,111,33.0,8.0,7.0,3.0,33.0
2020-11-06,Yolo,113,5.0,0.0,3.0,0.0,6.0
2020-11-06,Yuba,115,1.0,1.0,1.0,0.0,5.0
2020-11-05,Alameda,1,66.0,43.0,16.0,5.0,126.0
2020-11-05,Amador,5,1.0,0.0,0.0,0.0,3.0
2020-11-05,Butte,7,12.0,0.0,1.0,0.0,16.0
2020-11-05,Calaveras,9,0.0,0.0,0.0,0.0,8.0
2020-11-05,Colusa,11,0.0,0.0,0.0,0.0,0.0
2020-11-05,Contra Costa,13,40.0,5.0,9.0,0.0,48.0
2020-11-05,Del Norte,15,0.0,0.0,0.0,0.0,1.0
2020-11-05,El Dorado,17,3.0,0.0,3.0,0.0,7.0
2020-11-05,Fresno,19,103.0,20.0,27.0,3.0,21.0
2020-11-05,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-05,Humboldt,23,2.0,0.0,0.0,0.0,6.0
2020-11-05,Imperial,25,45.0,0.0,16.0,0.0,0.0
2020-11-05,Inyo,27,1.0,0.0,0.0,0.0,4.0
2020-11-05,Kern,29,54.0,3.0,20.0,0.0,47.0
2020-11-05,Kings,31,14.0,0.0,2.0,0.0,15.0
2020-11-05,Lake,33,1.0,0.0,1.0,0.0,2.0
2020-11-05,Lassen,35,1.0,0.0,0.0,0.0,0.0
2020-11-05,Los Angeles,37,840.0,292.0,254.0,31.0,688.0
2020-11-05,Madera,39,7.0,6.0,1.0,0.0,10.0
2020-11-05,Marin,41,4.0,6.0,1.0,0.0,15.0
2020-11-05,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2020-11-05,Mendocino,45,2.0,0.0,2.0,0.0,5.0
2020-11-05,Merced,47,9.0,0.0,4.0,0.0,11.0
2020-11-05,Modoc,49,1.0,0.0,0.0,0.0,0.0
2020-11-05,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-05,Monterey,53,38.0,0.0,11.0,0.0,24.0
2020-11-05,Napa,55,4.0,0.0,2.0,0.0,26.0
2020-11-05,Nevada,57,5.0,1.0,1.0,0.0,4.0
2020-11-05,Orange,59,177.0,46.0,72.0,12.0,199.0
2020-11-05,Placer,61,40.0,19.0,6.0,1.0,23.0
2020-11-05,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-05,Riverside,65,208.0,58.0,54.0,14.0,70.0
2020-11-05,Sacramento,67,90.0,18.0,20.0,3.0,77.0
2020-11-05,San Benito,69,3.0,0.0,1.0,0.0,2.0
2020-11-05,San Bernardino,71,283.0,49.0,77.0,9.0,94.0
2020-11-05,San Diego,73,286.0,55.0,94.0,15.0,258.0
2020-11-05,San Francisco,75,33.0,3.0,10.0,1.0,61.0
2020-11-05,San Joaquin,77,38.0,1.0,7.0,1.0,35.0
2020-11-05,San Luis Obispo,79,8.0,0.0,2.0,0.0,25.0
2020-11-05,San Mateo,81,23.0,12.0,6.0,0.0,32.0
2020-11-05,Santa Barbara,83,15.0,0.0,3.0,0.0,58.0
2020-11-05,Santa Clara,85,100.0,21.0,25.0,2.0,68.0
2020-11-05,Santa Cruz,87,11.0,0.0,16.0,0.0,8.0
2020-11-05,Shasta,89,15.0,0.0,3.0,0.0,5.0
2020-11-05,Siskiyou,93,1.0,0.0,1.0,0.0,7.0
2020-11-05,Solano,95,20.0,13.0,7.0,0.0,17.0
2020-11-05,Sonoma,97,22.0,3.0,7.0,0.0,6.0
2020-11-05,Stanislaus,99,58.0,15.0,15.0,0.0,18.0
2020-11-05,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-05,Tehama,103,2.0,0.0,0.0,0.0,0.0
2020-11-05,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-05,Tulare,107,38.0,11.0,6.0,1.0,16.0
2020-11-05,Tuolumne,109,2.0,1.0,0.0,1.0,4.0
2020-11-05,Ventura,111,30.0,5.0,15.0,2.0,37.0
2020-11-05,Yolo,113,7.0,0.0,3.0,0.0,6.0
2020-11-05,Yuba,115,2.0,0.0,1.0,0.0,5.0
2020-11-04,Alameda,1,63.0,45.0,17.0,6.0,122.0
2020-11-04,Amador,5,1.0,0.0,0.0,0.0,4.0
2020-11-04,Butte,7,11.0,0.0,4.0,0.0,12.0
2020-11-04,Calaveras,9,0.0,0.0,0.0,0.0,8.0
2020-11-04,Colusa,11,0.0,1.0,0.0,0.0,0.0
2020-11-04,Contra Costa,13,39.0,4.0,11.0,2.0,40.0
2020-11-04,Del Norte,15,0.0,0.0,0.0,0.0,2.0
2020-11-04,El Dorado,17,2.0,0.0,2.0,0.0,8.0
2020-11-04,Fresno,19,99.0,20.0,26.0,2.0,20.0
2020-11-04,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-04,Humboldt,23,2.0,0.0,0.0,0.0,3.0
2020-11-04,Imperial,25,50.0,0.0,15.0,0.0,1.0
2020-11-04,Inyo,27,1.0,0.0,0.0,0.0,4.0
2020-11-04,Kern,29,51.0,2.0,21.0,0.0,51.0
2020-11-04,Kings,31,15.0,3.0,2.0,1.0,14.0
2020-11-04,Lake,33,2.0,0.0,1.0,0.0,1.0
2020-11-04,Lassen,35,0.0,0.0,0.0,0.0,0.0
2020-11-04,Los Angeles,37,821.0,322.0,238.0,46.0,693.0
2020-11-04,Madera,39,9.0,9.0,1.0,0.0,8.0
2020-11-04,Marin,41,5.0,3.0,1.0,0.0,15.0
2020-11-04,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2020-11-04,Mendocino,45,3.0,0.0,2.0,0.0,2.0
2020-11-04,Merced,47,8.0,0.0,4.0,0.0,11.0
2020-11-04,Modoc,49,0.0,0.0,0.0,0.0,0.0
2020-11-04,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-04,Monterey,53,36.0,0.0,12.0,0.0,24.0
2020-11-04,Napa,55,4.0,0.0,3.0,0.0,24.0
2020-11-04,Nevada,57,3.0,0.0,0.0,0.0,4.0
2020-11-04,Orange,59,178.0,49.0,76.0,7.0,189.0
2020-11-04,Placer,61,35.0,11.0,4.0,0.0,26.0
2020-11-04,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-04,Riverside,65,201.0,60.0,57.0,7.0,67.0
2020-11-04,Sacramento,67,94.0,29.0,21.0,4.0,84.0
2020-11-04,San Benito,69,3.0,0.0,1.0,0.0,2.0
2020-11-04,San Bernardino,71,281.0,58.0,77.0,9.0,95.0
2020-11-04,San Diego,73,278.0,51.0,93.0,12.0,262.0
2020-11-04,San Francisco,75,34.0,4.0,12.0,1.0,57.0
2020-11-04,San Joaquin,77,32.0,5.0,8.0,2.0,30.0
2020-11-04,San Luis Obispo,79,8.0,0.0,2.0,0.0,23.0
2020-11-04,San Mateo,81,22.0,6.0,3.0,0.0,42.0
2020-11-04,Santa Barbara,83,12.0,3.0,3.0,1.0,59.0
2020-11-04,Santa Clara,85,100.0,18.0,26.0,0.0,81.0
2020-11-04,Santa Cruz,87,11.0,0.0,20.0,0.0,6.0
2020-11-04,Shasta,89,14.0,0.0,3.0,0.0,5.0
2020-11-04,Siskiyou,93,2.0,0.0,1.0,0.0,8.0
2020-11-04,Solano,95,19.0,9.0,7.0,0.0,15.0
2020-11-04,Sonoma,97,25.0,4.0,5.0,1.0,7.0
2020-11-04,Stanislaus,99,61.0,15.0,15.0,5.0,20.0
2020-11-04,Sutter,101,0.0,0.0,0.0,0.0,0.0
2020-11-04,Tehama,103,2.0,0.0,0.0,0.0,0.0
2020-11-04,Trinity,105,0.0,0.0,0.0,0.0,0.0
2020-11-04,Tulare,107,36.0,9.0,4.0,0.0,16.0
2020-11-04,Tuolumne,109,3.0,1.0,0.0,1.0,3.0
2020-11-04,Ventura,111,26.0,9.0,12.0,1.0,34.0
2020-11-04,Yolo,113,8.0,0.0,3.0,0.0,5.0
2020-11-04,Yuba,115,2.0,0.0,1.0,0.0,3.0
2020-11-03,Alameda,1,65.0,51.0,16.0,4.0,114.0
2020-11-03,Amador,5,0.0,0.0,0.0,0.0,4.0
2020-11-03,Butte,7,12.0,1.0,3.0,1.0,7.0
2020-11-03,Calaveras,9,0.0,0.0,0.0,0.0,8.0
2020-11-03,Colusa,11,0.0,2.0,0.0,0.0,0.0
2020-11-03,Contra Costa,13,41.0,10.0,11.0,4.0,45.0
2020-11-03,Del Norte,15,0.0,1.0,0.0,1.0,4.0
2020-11-03,El Dorado,17,3.0,0.0,2.0,0.0,10.0
2020-11-03,Fresno,19,96.0,14.0,29.0,3.0,20.0
2020-11-03,Glenn,21,0.0,0.0,0.0,0.0,0.0
2020-11-03,Humboldt,23,2.0,0.0,0.0,0.0,3.0
2020-11-03,Imperial,25,49.0,0.0,14.0,0.0,1.0
2020-11-03,Inyo,27,1.0,0.0,0.0,0.0,4.0
2020-11-03,Kern,29,53.0,2.0,22.0,1.0,52.0
2020-11-03,Kings,31,15.0,3.0,4.0,2.0,12.0
2020-11-03,Lake,33,2.0,0.0,1.0,0.0,1.0
2020-11-03,Lassen,35,0.0,0.0,0.0,0.0,0.0
2020-11-03,Los Angeles,37,825.0,303.0,238.0,37.0,728.0
2020-11-03,Madera,39,8.0,13.0,2.0,1.0,17.0
2020-11-03,Marin,41,5.0,7.0,2.0,0.0,14.0
2020-11-03,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2020-11-03,Mendocino,45,2.0,0.0,2.0,0.0,3.0
2020-11-03,Merced,47,9.0,0.0,2.0,0.0,12.0
2020-11-03,Modoc,49,0.0,0.0,0.0,0.0,0.0
2020-11-03,Mono,51,0.0,0.0,0.0,0.0,2.0
2020-11-03,Monterey,53,32.0,0.0,12.0,0.0,32.0
2020-11-03,Napa,55,3.0,0.0,3.0,0.0,11.0
2020-11-03,Nevada,57,2.0,0.0,0.0,0.0,3.0
2020-11-03,Orange,59,182.0,42.0,78.0,8.0,168.0
2020-11-03,Placer,61,36.0,17.0,5.0,3.0,24.0
2020-11-03,Plumas,63,0.0,0.0,0.0,0.0,0.0
2020-11-03,Riverside,65,210.0,57.0,56.0,8.0,63.0
2020-11-03,Sacramento,67,92.0,19.0,19.0,6.0,91.0
2020-11-03,San Benito,69,3.0,0.0,1.0,0.0,1.0
2020-11-03,San Bernardino,71,263.0,52.0,66.0,9.0,96.0
2020-11-03,San Diego,73,243.0,52.0,88.0,18.0,286.0
2020-11-03,San Francisco,75,35.0,5.0,11.0,1.0,65.0
2020-11-03,San Joaquin,77,31.0,5.0,7.0,2.0,38.0
2020-11-03,San Luis Obispo,79,6.0,2.0,2.0,0.0,22.0
2020-11-03,San Mateo,81,17.0,11.0,1.0,2.0,35.0
2020-11-03,Santa Barbara,83,12.0,3.0,2.0,2.0,57.0
