date,county,fips,positive_patients,suspected_patients,icu_positive_patients,icu_suspected_patients,icu_available_beds
2021-06-17,San Diego,73,65.0,10.0,22.0,2.0,260.0
2021-06-17,San Francisco,75,17.0,4.0,2.0,0.0,89.0
2021-06-17,San Joaquin,77,33.0,5.0,11.0,0.0,10.0
2021-06-17,San Luis Obispo,79,2.0,1.0,1.0,0.0,21.0
2021-06-17,San Mateo,81,7.0,9.0,0.0,0.0,17.0
2021-06-17,Santa Barbara,83,12.0,1.0,3.0,0.0,34.0
2021-06-17,Santa Clara,85,40.0,13.0,18.0,2.0,86.0
2021-06-17,Santa Cruz,87,4.0,0.0,0.0,0.0,3.0
2021-06-17,Shasta,89,15.0,0.0,4.0,0.0,25.0
2021-06-17,Siskiyou,93,1.0,0.0,0.0,0.0,4.0
2021-06-17,Solano,95,18.0,6.0,4.0,0.0,13.0
2021-06-17,Sonoma,97,6.0,5.0,2.0,0.0,23.0
2021-06-17,Stanislaus,99,53.0,6.0,15.0,1.0,27.0
2021-06-17,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-17,Tehama,103,1.0,0.0,1.0,0.0,3.0
2021-06-17,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-17,Tulare,107,6.0,6.0,1.0,1.0,17.0
2021-06-17,Tuolumne,109,0.0,0.0,0.0,0.0,3.0
2021-06-17,Ventura,111,16.0,2.0,1.0,1.0,61.0
2021-06-17,Yolo,113,1.0,0.0,0.0,0.0,2.0
2021-06-17,Yuba,115,13.0,1.0,2.0,0.0,8.0
2021-06-16,Alameda,1,48.0,30.0,8.0,7.0,99.0
2021-06-16,Amador,5,0.0,0.0,0.0,0.0,0.0
2021-06-16,Butte,7,8.0,0.0,2.0,0.0,13.0
2021-06-16,Calaveras,9,0.0,0.0,0.0,0.0,6.0
2021-06-16,Colusa,11,2.0,0.0,0.0,0.0,5.0
2021-06-16,Contra Costa,13,21.0,6.0,8.0,1.0,40.0
2021-06-16,Del Norte,15,1.0,1.0,1.0,0.0,1.0
2021-06-16,El Dorado,17,0.0,0.0,0.0,0.0,6.0
2021-06-16,Fresno,19,44.0,14.0,6.0,2.0,27.0
2021-06-16,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-16,Humboldt,23,9.0,1.0,1.0,0.0,9.0
2021-06-16,Imperial,25,4.0,0.0,1.0,0.0,9.0
2021-06-16,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-16,Kern,29,26.0,6.0,7.0,0.0,51.0
2021-06-16,Kings,31,8.0,0.0,3.0,0.0,0.0
2021-06-16,Lake,33,1.0,0.0,0.0,0.0,0.0
2021-06-16,Lassen,35,3.0,0.0,0.0,0.0,0.0
2021-06-16,Los Angeles,37,220.0,79.0,52.0,6.0,682.0
2021-06-16,Madera,39,2.0,8.0,0.0,0.0,9.0
2021-06-16,Marin,41,0.0,3.0,0.0,1.0,10.0
2021-06-16,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-16,Mendocino,45,4.0,0.0,2.0,0.0,5.0
2021-06-16,Merced,47,9.0,0.0,5.0,0.0,11.0
2021-06-16,Modoc,49,1.0,0.0,0.0,0.0,0.0
2021-06-16,Mono,51,0.0,0.0,0.0,0.0,2.0
2021-06-16,Monterey,53,1.0,0.0,0.0,0.0,18.0
2021-06-16,Napa,55,5.0,0.0,2.0,0.0,2.0
2021-06-16,Nevada,57,4.0,0.0,1.0,0.0,1.0
2021-06-16,Orange,59,50.0,2.0,8.0,0.0,222.0
2021-06-16,Placer,61,29.0,10.0,4.0,0.0,23.0
2021-06-16,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-16,Riverside,65,36.0,16.0,6.0,2.0,104.0
2021-06-16,Sacramento,67,49.0,19.0,15.0,1.0,76.0
2021-06-16,San Benito,69,2.0,0.0,0.0,0.0,0.0
2021-06-16,San Bernardino,71,66.0,10.0,17.0,1.0,131.0
2021-06-16,San Diego,73,71.0,10.0,22.0,6.0,268.0
2021-06-16,San Francisco,75,17.0,6.0,2.0,0.0,95.0
2021-06-16,San Joaquin,77,26.0,4.0,9.0,0.0,19.0
2021-06-16,San Luis Obispo,79,3.0,0.0,1.0,0.0,17.0
2021-06-16,San Mateo,81,7.0,7.0,0.0,0.0,17.0
2021-06-16,Santa Barbara,83,12.0,1.0,3.0,0.0,33.0
2021-06-16,Santa Clara,85,38.0,10.0,16.0,1.0,72.0
2021-06-16,Santa Cruz,87,3.0,0.0,0.0,0.0,4.0
2021-06-16,Shasta,89,15.0,0.0,4.0,0.0,22.0
2021-06-16,Siskiyou,93,0.0,0.0,0.0,0.0,5.0
2021-06-16,Solano,95,18.0,7.0,5.0,0.0,16.0
2021-06-16,Sonoma,97,7.0,1.0,2.0,0.0,21.0
2021-06-16,Stanislaus,99,49.0,12.0,13.0,0.0,27.0
2021-06-16,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-16,Tehama,103,2.0,0.0,1.0,0.0,2.0
2021-06-16,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-16,Tulare,107,6.0,12.0,1.0,3.0,19.0
2021-06-16,Tuolumne,109,0.0,0.0,0.0,0.0,6.0
2021-06-16,Ventura,111,14.0,1.0,2.0,0.0,56.0
2021-06-16,Yolo,113,1.0,0.0,0.0,0.0,2.0
2021-06-16,Yuba,115,13.0,0.0,2.0,0.0,11.0
2021-06-15,Alameda,1,41.0,32.0,7.0,6.0,104.0
2021-06-15,Amador,5,0.0,0.0,0.0,0.0,0.0
2021-06-15,Butte,7,8.0,0.0,1.0,0.0,11.0
2021-06-15,Calaveras,9,0.0,0.0,0.0,0.0,6.0
2021-06-15,Colusa,11,2.0,0.0,0.0,0.0,5.0
2021-06-15,Contra Costa,13,25.0,3.0,7.0,1.0,39.0
2021-06-15,Del Norte,15,1.0,0.0,0.0,0.0,1.0
2021-06-15,El Dorado,17,0.0,0.0,0.0,0.0,7.0
2021-06-15,Fresno,19,45.0,17.0,5.0,2.0,27.0
2021-06-15,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-15,Humboldt,23,7.0,0.0,1.0,0.0,8.0
2021-06-15,Imperial,25,4.0,0.0,1.0,0.0,6.0
2021-06-15,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-15,Kern,29,25.0,2.0,9.0,0.0,59.0
2021-06-15,Kings,31,8.0,0.0,3.0,0.0,3.0
2021-06-15,Lake,33,1.0,0.0,0.0,0.0,1.0
2021-06-15,Lassen,35,4.0,0.0,0.0,0.0,0.0
2021-06-15,Los Angeles,37,223.0,73.0,49.0,4.0,723.0
2021-06-15,Madera,39,2.0,4.0,0.0,0.0,11.0
2021-06-15,Marin,41,0.0,2.0,0.0,1.0,15.0
2021-06-15,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-15,Mendocino,45,4.0,0.0,3.0,0.0,4.0
2021-06-15,Merced,47,8.0,0.0,4.0,0.0,14.0
2021-06-15,Modoc,49,0.0,0.0,0.0,0.0,0.0
2021-06-15,Mono,51,0.0,0.0,0.0,0.0,2.0
2021-06-15,Monterey,53,3.0,0.0,0.0,0.0,28.0
2021-06-15,Napa,55,4.0,0.0,3.0,0.0,3.0
2021-06-15,Nevada,57,2.0,0.0,1.0,0.0,8.0
2021-06-15,Orange,59,54.0,6.0,13.0,0.0,263.0
2021-06-15,Placer,61,30.0,13.0,6.0,1.0,17.0
2021-06-15,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-15,Riverside,65,39.0,17.0,8.0,1.0,119.0
2021-06-15,Sacramento,67,60.0,20.0,13.0,1.0,95.0
2021-06-15,San Benito,69,2.0,0.0,0.0,0.0,0.0
2021-06-15,San Bernardino,71,67.0,18.0,17.0,3.0,145.0
2021-06-15,San Diego,73,76.0,8.0,23.0,1.0,280.0
2021-06-15,San Francisco,75,16.0,2.0,3.0,0.0,91.0
2021-06-15,San Joaquin,77,28.0,6.0,9.0,0.0,17.0
2021-06-15,San Luis Obispo,79,2.0,0.0,2.0,0.0,19.0
2021-06-15,San Mateo,81,4.0,8.0,0.0,0.0,21.0
2021-06-15,Santa Barbara,83,12.0,0.0,4.0,0.0,41.0
2021-06-15,Santa Clara,85,44.0,14.0,17.0,2.0,70.0
2021-06-15,Santa Cruz,87,3.0,0.0,0.0,0.0,4.0
2021-06-15,Shasta,89,17.0,0.0,5.0,0.0,15.0
2021-06-15,Siskiyou,93,1.0,0.0,0.0,0.0,4.0
2021-06-15,Solano,95,15.0,11.0,5.0,2.0,15.0
2021-06-15,Sonoma,97,8.0,1.0,2.0,0.0,20.0
2021-06-15,Stanislaus,99,52.0,6.0,15.0,0.0,22.0
2021-06-15,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-15,Tehama,103,2.0,0.0,1.0,0.0,4.0
2021-06-15,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-15,Tulare,107,7.0,7.0,1.0,1.0,21.0
2021-06-15,Tuolumne,109,0.0,0.0,0.0,0.0,2.0
2021-06-15,Ventura,111,11.0,4.0,2.0,0.0,59.0
2021-06-15,Yolo,113,1.0,1.0,0.0,0.0,2.0
2021-06-15,Yuba,115,12.0,0.0,2.0,0.0,10.0
2021-06-14,Alameda,1,37.0,30.0,6.0,6.0,109.0
2021-06-14,Amador,5,0.0,0.0,0.0,0.0,1.0
2021-06-14,Butte,7,9.0,0.0,1.0,0.0,15.0
2021-06-14,Calaveras,9,0.0,0.0,0.0,0.0,5.0
2021-06-14,Colusa,11,4.0,0.0,0.0,0.0,5.0
2021-06-14,Contra Costa,13,26.0,8.0,7.0,0.0,46.0
2021-06-14,Del Norte,15,0.0,0.0,0.0,0.0,1.0
2021-06-14,El Dorado,17,1.0,0.0,0.0,0.0,7.0
2021-06-14,Fresno,19,44.0,11.0,6.0,1.0,28.0
2021-06-14,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-14,Humboldt,23,7.0,0.0,2.0,0.0,9.0
2021-06-14,Imperial,25,4.0,0.0,2.0,0.0,4.0
2021-06-14,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-14,Kern,29,26.0,5.0,8.0,0.0,52.0
2021-06-14,Kings,31,8.0,0.0,2.0,0.0,3.0
2021-06-14,Lake,33,1.0,0.0,1.0,0.0,4.0
2021-06-14,Lassen,35,3.0,0.0,0.0,0.0,0.0
2021-06-14,Los Angeles,37,216.0,74.0,49.0,4.0,763.0
2021-06-14,Madera,39,2.0,2.0,0.0,0.0,13.0
2021-06-14,Marin,41,0.0,5.0,0.0,0.0,16.0
2021-06-14,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-14,Mendocino,45,4.0,0.0,2.0,0.0,5.0
2021-06-14,Merced,47,8.0,0.0,6.0,0.0,9.0
2021-06-14,Modoc,49,0.0,0.0,0.0,0.0,0.0
2021-06-14,Mono,51,0.0,0.0,0.0,0.0,2.0
2021-06-14,Monterey,53,3.0,1.0,0.0,1.0,26.0
2021-06-14,Napa,55,3.0,2.0,3.0,0.0,7.0
2021-06-14,Nevada,57,4.0,0.0,1.0,0.0,2.0
2021-06-14,Orange,59,54.0,8.0,15.0,0.0,270.0
2021-06-14,Placer,61,32.0,10.0,6.0,1.0,16.0
2021-06-14,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-14,Riverside,65,41.0,18.0,9.0,1.0,122.0
2021-06-14,Sacramento,67,60.0,17.0,15.0,0.0,98.0
2021-06-14,San Benito,69,2.0,0.0,0.0,0.0,0.0
2021-06-14,San Bernardino,71,61.0,18.0,15.0,5.0,167.0
2021-06-14,San Diego,73,71.0,8.0,24.0,0.0,286.0
2021-06-14,San Francisco,75,19.0,3.0,4.0,1.0,106.0
2021-06-14,San Joaquin,77,31.0,5.0,9.0,0.0,18.0
2021-06-14,San Luis Obispo,79,3.0,0.0,1.0,0.0,28.0
2021-06-14,San Mateo,81,4.0,6.0,1.0,0.0,24.0
2021-06-14,Santa Barbara,83,12.0,1.0,3.0,0.0,41.0
2021-06-14,Santa Clara,85,45.0,15.0,18.0,0.0,79.0
2021-06-14,Santa Cruz,87,2.0,0.0,1.0,0.0,8.0
2021-06-14,Shasta,89,19.0,0.0,5.0,0.0,19.0
2021-06-14,Siskiyou,93,2.0,0.0,0.0,0.0,4.0
2021-06-14,Solano,95,12.0,9.0,6.0,0.0,18.0
2021-06-14,Sonoma,97,9.0,2.0,3.0,0.0,20.0
2021-06-14,Stanislaus,99,52.0,6.0,13.0,0.0,29.0
2021-06-14,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-14,Tehama,103,2.0,0.0,1.0,0.0,6.0
2021-06-14,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-14,Tulare,107,6.0,6.0,1.0,1.0,25.0
2021-06-14,Tuolumne,109,0.0,0.0,0.0,0.0,6.0
2021-06-14,Ventura,111,9.0,4.0,2.0,0.0,56.0
2021-06-14,Yolo,113,1.0,0.0,1.0,0.0,3.0
2021-06-14,Yuba,115,17.0,0.0,2.0,0.0,5.0
2021-06-13,Alameda,1,32.0,31.0,5.0,6.0,92.0
2021-06-13,Amador,5,1.0,0.0,0.0,0.0,0.0
2021-06-13,Butte,7,9.0,0.0,1.0,0.0,17.0
2021-06-13,Calaveras,9,0.0,0.0,0.0,0.0,6.0
2021-06-13,Colusa,11,4.0,0.0,0.0,0.0,5.0
2021-06-13,Contra Costa,13,24.0,9.0,8.0,0.0,41.0
2021-06-13,Del Norte,15,1.0,0.0,0.0,0.0,1.0
2021-06-13,El Dorado,17,1.0,1.0,0.0,0.0,4.0
2021-06-13,Fresno,19,41.0,17.0,8.0,2.0,24.0
2021-06-13,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-13,Humboldt,23,4.0,1.0,2.0,0.0,16.0
2021-06-13,Imperial,25,3.0,0.0,2.0,0.0,5.0
2021-06-13,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-13,Kern,29,21.0,3.0,8.0,0.0,62.0
2021-06-13,Kings,31,7.0,0.0,2.0,0.0,1.0
2021-06-13,Lake,33,0.0,0.0,0.0,0.0,0.0
2021-06-13,Lassen,35,3.0,0.0,0.0,0.0,0.0
2021-06-13,Los Angeles,37,218.0,59.0,43.0,5.0,723.0
2021-06-13,Madera,39,4.0,2.0,0.0,0.0,9.0
2021-06-13,Marin,41,0.0,5.0,0.0,0.0,16.0
2021-06-13,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-13,Mendocino,45,3.0,0.0,2.0,0.0,4.0
2021-06-13,Merced,47,9.0,0.0,5.0,0.0,5.0
2021-06-13,Modoc,49,0.0,0.0,0.0,0.0,0.0
2021-06-13,Mono,51,0.0,0.0,0.0,0.0,2.0
2021-06-13,Monterey,53,3.0,1.0,0.0,1.0,27.0
2021-06-13,Napa,55,2.0,0.0,2.0,0.0,7.0
2021-06-13,Nevada,57,4.0,0.0,1.0,0.0,0.0
2021-06-13,Orange,59,55.0,5.0,11.0,0.0,241.0
2021-06-13,Placer,61,27.0,10.0,6.0,0.0,27.0
2021-06-13,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-13,Riverside,65,33.0,11.0,9.0,1.0,118.0
2021-06-13,Sacramento,67,57.0,21.0,15.0,0.0,87.0
2021-06-13,San Benito,69,2.0,0.0,0.0,0.0,1.0
2021-06-13,San Bernardino,71,54.0,10.0,15.0,5.0,157.0
2021-06-13,San Diego,73,70.0,12.0,23.0,0.0,289.0
2021-06-13,San Francisco,75,18.0,5.0,4.0,1.0,108.0
2021-06-13,San Joaquin,77,32.0,3.0,7.0,0.0,13.0
2021-06-13,San Luis Obispo,79,3.0,0.0,1.0,0.0,22.0
2021-06-13,San Mateo,81,5.0,9.0,0.0,0.0,22.0
2021-06-13,Santa Barbara,83,11.0,1.0,4.0,0.0,25.0
2021-06-13,Santa Clara,85,44.0,12.0,20.0,1.0,91.0
2021-06-13,Santa Cruz,87,3.0,0.0,1.0,0.0,5.0
2021-06-13,Shasta,89,19.0,0.0,4.0,0.0,23.0
2021-06-13,Siskiyou,93,2.0,0.0,1.0,0.0,6.0
2021-06-13,Solano,95,13.0,8.0,6.0,0.0,18.0
2021-06-13,Sonoma,97,11.0,3.0,4.0,0.0,20.0
2021-06-13,Stanislaus,99,47.0,7.0,11.0,0.0,32.0
2021-06-13,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-13,Tehama,103,3.0,0.0,1.0,0.0,5.0
2021-06-13,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-13,Tulare,107,7.0,3.0,1.0,0.0,21.0
2021-06-13,Tuolumne,109,0.0,0.0,0.0,0.0,2.0
2021-06-13,Ventura,111,10.0,2.0,2.0,1.0,30.0
2021-06-13,Yolo,113,1.0,0.0,1.0,0.0,4.0
2021-06-13,Yuba,115,17.0,1.0,3.0,0.0,3.0
2021-06-12,Alameda,1,33.0,30.0,5.0,6.0,91.0
2021-06-12,Amador,5,1.0,0.0,0.0,0.0,0.0
2021-06-12,Butte,7,8.0,0.0,1.0,0.0,13.0
2021-06-12,Calaveras,9,0.0,0.0,0.0,0.0,6.0
2021-06-12,Colusa,11,4.0,0.0,0.0,0.0,5.0
2021-06-12,Contra Costa,13,21.0,7.0,9.0,1.0,39.0
2021-06-12,Del Norte,15,1.0,0.0,0.0,0.0,1.0
2021-06-12,El Dorado,17,1.0,1.0,0.0,0.0,4.0
2021-06-12,Fresno,19,38.0,15.0,7.0,3.0,27.0
2021-06-12,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-12,Humboldt,23,6.0,3.0,3.0,0.0,10.0
2021-06-12,Imperial,25,3.0,0.0,2.0,0.0,6.0
2021-06-12,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-12,Kern,29,18.0,1.0,5.0,0.0,57.0
2021-06-12,Kings,31,7.0,0.0,2.0,0.0,1.0
2021-06-12,Lake,33,0.0,0.0,0.0,0.0,0.0
2021-06-12,Lassen,35,3.0,0.0,0.0,0.0,0.0
2021-06-12,Los Angeles,37,212.0,60.0,44.0,5.0,660.0
2021-06-12,Madera,39,5.0,4.0,0.0,0.0,5.0
2021-06-12,Marin,41,0.0,5.0,0.0,0.0,15.0
2021-06-12,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-12,Mendocino,45,3.0,0.0,2.0,0.0,4.0
2021-06-12,Merced,47,9.0,0.0,5.0,0.0,9.0
2021-06-12,Modoc,49,0.0,0.0,0.0,0.0,0.0
2021-06-12,Mono,51,0.0,0.0,0.0,0.0,2.0
2021-06-12,Monterey,53,3.0,0.0,0.0,0.0,24.0
2021-06-12,Napa,55,3.0,0.0,2.0,0.0,9.0
2021-06-12,Nevada,57,4.0,0.0,1.0,0.0,2.0
2021-06-12,Orange,59,55.0,5.0,17.0,1.0,241.0
2021-06-12,Placer,61,28.0,13.0,6.0,0.0,28.0
2021-06-12,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-12,Riverside,65,27.0,13.0,9.0,0.0,112.0
2021-06-12,Sacramento,67,62.0,16.0,15.0,1.0,80.0
2021-06-12,San Benito,69,0.0,0.0,0.0,0.0,1.0
2021-06-12,San Bernardino,71,46.0,10.0,15.0,5.0,140.0
2021-06-12,San Diego,73,70.0,17.0,21.0,1.0,268.0
2021-06-12,San Francisco,75,17.0,3.0,4.0,1.0,92.0
2021-06-12,San Joaquin,77,37.0,3.0,9.0,0.0,13.0
2021-06-12,San Luis Obispo,79,4.0,0.0,0.0,0.0,22.0
2021-06-12,San Mateo,81,3.0,6.0,1.0,0.0,22.0
2021-06-12,Santa Barbara,83,8.0,0.0,2.0,0.0,25.0
2021-06-12,Santa Clara,85,43.0,13.0,23.0,3.0,59.0
2021-06-12,Santa Cruz,87,2.0,0.0,1.0,0.0,11.0
2021-06-12,Shasta,89,16.0,0.0,5.0,0.0,20.0
2021-06-12,Siskiyou,93,2.0,0.0,1.0,0.0,6.0
2021-06-12,Solano,95,11.0,9.0,5.0,0.0,18.0
2021-06-12,Sonoma,97,12.0,2.0,4.0,0.0,20.0
2021-06-12,Stanislaus,99,49.0,9.0,10.0,1.0,37.0
2021-06-12,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-12,Tehama,103,4.0,0.0,1.0,0.0,5.0
2021-06-12,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-12,Tulare,107,7.0,3.0,0.0,0.0,23.0
2021-06-12,Tuolumne,109,1.0,0.0,0.0,0.0,2.0
2021-06-12,Ventura,111,12.0,7.0,2.0,0.0,52.0
2021-06-12,Yolo,113,1.0,0.0,1.0,0.0,4.0
2021-06-12,Yuba,115,14.0,0.0,1.0,0.0,3.0
2021-06-11,Alameda,1,33.0,28.0,5.0,6.0,87.0
2021-06-11,Amador,5,1.0,0.0,0.0,0.0,0.0
2021-06-11,Butte,7,6.0,0.0,1.0,0.0,13.0
2021-06-11,Calaveras,9,0.0,0.0,0.0,0.0,6.0
2021-06-11,Colusa,11,3.0,0.0,0.0,0.0,5.0
2021-06-11,Contra Costa,13,21.0,4.0,9.0,2.0,33.0
2021-06-11,Del Norte,15,1.0,0.0,0.0,0.0,1.0
2021-06-11,El Dorado,17,2.0,0.0,1.0,0.0,4.0
2021-06-11,Fresno,19,45.0,15.0,8.0,2.0,31.0
2021-06-11,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-11,Humboldt,23,5.0,2.0,3.0,0.0,10.0
2021-06-11,Imperial,25,3.0,0.0,2.0,0.0,11.0
2021-06-11,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-11,Kern,29,19.0,2.0,5.0,0.0,60.0
2021-06-11,Kings,31,8.0,0.0,2.0,0.0,0.0
2021-06-11,Lake,33,0.0,0.0,0.0,0.0,0.0
2021-06-11,Lassen,35,3.0,0.0,0.0,0.0,0.0
2021-06-11,Los Angeles,37,221.0,78.0,47.0,8.0,668.0
2021-06-11,Madera,39,3.0,3.0,0.0,0.0,7.0
2021-06-11,Marin,41,1.0,6.0,0.0,0.0,16.0
2021-06-11,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-11,Mendocino,45,7.0,0.0,2.0,0.0,4.0
2021-06-11,Merced,47,10.0,0.0,5.0,0.0,5.0
2021-06-11,Modoc,49,0.0,0.0,0.0,0.0,0.0
2021-06-11,Mono,51,0.0,0.0,0.0,0.0,1.0
2021-06-11,Monterey,53,4.0,0.0,0.0,0.0,24.0
2021-06-11,Napa,55,3.0,0.0,2.0,0.0,4.0
2021-06-11,Nevada,57,4.0,0.0,2.0,0.0,0.0
2021-06-11,Orange,59,50.0,9.0,15.0,0.0,238.0
2021-06-11,Placer,61,31.0,7.0,6.0,0.0,27.0
2021-06-11,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-11,Riverside,65,35.0,11.0,7.0,3.0,114.0
2021-06-11,Sacramento,67,60.0,15.0,16.0,0.0,83.0
2021-06-11,San Benito,69,0.0,0.0,0.0,0.0,1.0
2021-06-11,San Bernardino,71,45.0,10.0,16.0,3.0,126.0
2021-06-11,San Diego,73,71.0,9.0,21.0,0.0,267.0
2021-06-11,San Francisco,75,18.0,4.0,3.0,2.0,92.0
2021-06-11,San Joaquin,77,34.0,4.0,8.0,0.0,14.0
2021-06-11,San Luis Obispo,79,4.0,0.0,0.0,0.0,23.0
2021-06-11,San Mateo,81,5.0,7.0,1.0,0.0,23.0
2021-06-11,Santa Barbara,83,8.0,1.0,2.0,1.0,26.0
2021-06-11,Santa Clara,85,39.0,9.0,19.0,1.0,70.0
2021-06-11,Santa Cruz,87,4.0,0.0,1.0,0.0,11.0
2021-06-11,Shasta,89,19.0,0.0,5.0,0.0,23.0
2021-06-11,Siskiyou,93,2.0,0.0,2.0,0.0,6.0
2021-06-11,Solano,95,11.0,6.0,5.0,0.0,18.0
2021-06-11,Sonoma,97,11.0,2.0,2.0,0.0,23.0
2021-06-11,Stanislaus,99,54.0,11.0,10.0,1.0,34.0
2021-06-11,Sutter,101,0.0,0.0,0.0,0.0,0.0
2021-06-11,Tehama,103,4.0,0.0,1.0,0.0,4.0
2021-06-11,Trinity,105,0.0,0.0,0.0,0.0,0.0
2021-06-11,Tulare,107,10.0,5.0,0.0,0.0,26.0
2021-06-11,Tuolumne,109,3.0,0.0,0.0,0.0,3.0
2021-06-11,Ventura,111,14.0,3.0,3.0,0.0,47.0
2021-06-11,Yolo,113,1.0,0.0,1.0,0.0,4.0
2021-06-11,Yuba,115,18.0,0.0,2.0,0.0,3.0
2021-06-10,Alameda,1,30.0,30.0,4.0,8.0,89.0
2021-06-10,Amador,5,1.0,0.0,1.0,0.0,1.0
2021-06-10,Butte,7,9.0,0.0,3.0,0.0,11.0
2021-06-10,Calaveras,9,0.0,0.0,0.0,0.0,5.0
2021-06-10,Colusa,11,3.0,0.0,0.0,0.0,5.0
2021-06-10,Contra Costa,13,19.0,4.0,11.0,0.0,39.0
2021-06-10,Del Norte,15,1.0,0.0,0.0,0.0,1.0
2021-06-10,El Dorado,17,2.0,0.0,0.0,0.0,8.0
2021-06-10,Fresno,19,50.0,14.0,8.0,3.0,26.0
2021-06-10,Glenn,21,0.0,0.0,0.0,0.0,0.0
2021-06-10,Humboldt,23,5.0,5.0,3.0,0.0,12.0
2021-06-10,Imperial,25,3.0,0.0,2.0,0.0,7.0
2021-06-10,Inyo,27,1.0,0.0,0.0,0.0,2.0
2021-06-10,Kern,29,22.0,6.0,5.0,0.0,54.0
2021-06-10,Kings,31,7.0,0.0,1.0,0.0,1.0
2021-06-10,Lake,33,0.0,0.0,0.0,0.0,1.0
2021-06-10,Lassen,35,3.0,0.0,0.0,0.0,0.0
2021-06-10,Los Angeles,37,236.0,81.0,43.0,5.0,654.0
2021-06-10,Madera,39,5.0,11.0,0.0,0.0,2.0
2021-06-10,Marin,41,1.0,6.0,0.0,0.0,19.0
2021-06-10,Mariposa,43,0.0,0.0,0.0,0.0,0.0
2021-06-10,Mendocino,45,7.0,0.0,2.0,0.0,5.0
2021-06-10,Merced,47,8.0,0.0,5.0,0.0,8.0
2021-06-10,Modoc,49,0.0,0.0,0.0,0.0,0.0
2021-06-10,Mono,51,0.0,0.0,0.0,0.0,2.0
2021-06-10,Monterey,53,4.0,0.0,0.0,0.0,25.0
2021-06-10,Napa,55,3.0,0.0,2.0,0.0,7.0
2021-06-10,Nevada,57,5.0,0.0,1.0,0.0,1.0
2021-06-10,Orange,59,56.0,10.0,14.0,0.0,241.0
2021-06-10,Placer,61,29.0,12.0,7.0,1.0,18.0
2021-06-10,Plumas,63,0.0,0.0,0.0,0.0,0.0
2021-06-10,Riverside,65,31.0,11.0,6.0,1.0,110.0
2021-06-10,Sacramento,67,63.0,13.0,20.0,0.0,84.0
2021-06-10,San Benito,69,0.0,0.0,0.0,0.0,0.0
2021-06-10,San Bernardino,71,41.0,15.0,15.0,3.0,117.0
2021-06-10,San Diego,73,78.0,9.0,20.0,1.0,267.0
2021-06-10,San Francisco,75,17.0,7.0,3.0,2.0,87.0
2021-06-10,San Joaquin,77,37.0,5.0,8.0,0.0,17.0
2021-06-10,San Luis Obispo,79,4.0,1.0,0.0,0.0,22.0
2021-06-10,San Mateo,81,9.0,8.0,1.0,1.0,26.0
2021-06-10,Santa Barbara,83,6.0,0.0,2.0,0.0,28.0
2021-06-10,Santa Clara,85,44.0,11.0,16.0,2.0,64.0
2021-06-10,Santa Cruz,87,4.0,0.0,1.0,0.0,7.0
2021-06-10,Shasta,89,15.0,0.0,5.0,0.0,23.0
2021-06-10,Siskiyou,93,1.0,0.0,1.0,0.0,5.0
2021-06-10,Solano,95,14.0,8.0,5.0,0.0,20.0
2021-06-10,Sonoma,97,10.0,1.0,1.0,0.0,20.0
2021-06-10,Stanislaus,99,52.0,6.0,11.0,1.0,31.0
